Transaction ID,Date,Time,Item Name,Qty,Unit Price,Line Total,Payment Method,Server
TXN1038,02/06/2026,06:26 PM,Fish Curry,1,17.99,17.99,Card,Dev
TXN1038,02/06/2026,06:26 PM,Masala Chai,1,3.49,3.49,Card,Rahul
TXN1038,02/06/2026,06:26 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Anita
TXN1038,02/06/2026,06:26 PM,Butter Naan,2,3.99,7.98,Cash,Priya
TXN1039,02/06/2026,07:18 PM,Paneer Tikka,1,12.99,12.99,Card,Priya
TXN1039,02/06/2026,07:18 PM,Garlic Naan,1,4.49,4.49,UPI,Anita
TXN1039,02/06/2026,07:18 PM,Mango Lassi,1,4.99,4.99,Card,Rahul
TXN1040,02/06/2026,09:34 PM,Masala Chai,1,3.49,3.49,Card,Anita
TXN1041,02/06/2026,08:01 PM,Lamb Biryani,1,18.99,18.99,Cash,Anita
TXN1041,02/06/2026,08:01 PM,Raita,1,3.99,3.99,UPI,Anita
TXN1041,02/06/2026,08:01 PM,Masala Chai,1,3.49,3.49,Card,Dev
TXN1041,02/06/2026,08:01 PM,Garlic Naan,1,4.49,4.49,Card,Anita
TXN1042,02/06/2026,08:12 PM,Mango Lassi,1,4.99,4.99,Card,Dev
TXN1042,02/06/2026,08:12 PM,Paneer Tikka,1,12.99,12.99,Card,Priya
TXN1043,02/07/2026,01:19 PM,Lamb Biryani,1,18.99,18.99,Card,Anita
TXN1043,02/07/2026,01:19 PM,Butter Naan,1,3.99,3.99,Card,Anita
TXN1043,02/07/2026,01:19 PM,Mango Lassi,1,4.99,4.99,Card,Rahul
TXN1044,02/07/2026,02:35 PM,Lamb Biryani,1,18.99,18.99,UPI,Priya
TXN1044,02/07/2026,02:35 PM,Butter Naan,1,3.99,3.99,Card,Dev
TXN1044,02/07/2026,02:35 PM,Masala Chai,1,3.49,3.49,UPI,Anita
TXN1045,02/07/2026,12:25 PM,Dal Makhani,1,13.99,13.99,UPI,Rahul
TXN1045,02/07/2026,12:25 PM,Butter Naan,2,3.99,7.98,UPI,Dev
TXN1045,02/07/2026,12:25 PM,Raita,1,3.99,3.99,Cash,Rahul
TXN1046,02/07/2026,01:43 PM,Samosa,1,6.99,6.99,UPI,Anita
TXN1046,02/07/2026,01:43 PM,Masala Chai,1,3.49,3.49,Card,Priya
TXN1047,02/07/2026,01:37 PM,Chicken Tikka Masala,1,16.99,16.99,UPI,Anita
TXN1047,02/07/2026,01:37 PM,Butter Naan,2,3.99,7.98,UPI,Anita
TXN1047,02/07/2026,01:37 PM,Mango Lassi,1,4.99,4.99,Card,Rahul
TXN1048,02/07/2026,02:30 PM,Lamb Biryani,1,18.99,18.99,Cash,Rahul
TXN1048,02/07/2026,02:30 PM,Masala Chai,1,3.49,3.49,Card,Priya
TXN1048,02/07/2026,02:30 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Priya
TXN1049,02/07/2026,02:01 PM,Aloo Gobi,1,9.99,9.99,Cash,Anita
TXN1049,02/07/2026,02:01 PM,Masala Chai,1,3.49,3.49,Card,Rahul
TXN1049,02/07/2026,02:01 PM,Paneer Tikka,1,12.99,12.99,Card,Rahul
TXN1050,02/07/2026,12:04 PM,Lamb Biryani,1,18.99,18.99,Card,Anita
TXN1050,02/07/2026,12:04 PM,Garlic Naan,1,4.49,4.49,Card,Rahul
TXN1050,02/07/2026,12:04 PM,Butter Naan,2,3.99,7.98,Card,Anita
TXN1050,02/07/2026,12:04 PM,Paneer Tikka,1,12.99,12.99,Card,Anita
TXN1051,02/07/2026,12:33 PM,Samosa,1,6.99,6.99,Card,Priya
TXN1051,02/07/2026,12:33 PM,Garlic Naan,2,4.49,8.98,Card,Dev
TXN1051,02/07/2026,12:33 PM,Paneer Tikka,1,12.99,12.99,Card,Dev
TXN1052,02/07/2026,06:47 PM,Samosa,1,6.99,6.99,Card,Rahul
TXN1053,02/07/2026,08:44 PM,Mango Lassi,1,4.99,4.99,Cash,Rahul
TXN1053,02/07/2026,08:44 PM,Chicken Tikka Masala,1,16.99,16.99,UPI,Dev
TXN1053,02/07/2026,08:44 PM,Butter Naan,1,3.99,3.99,Card,Rahul
TXN1054,02/07/2026,09:15 PM,Dal Makhani,1,13.99,13.99,Card,Priya
TXN1054,02/07/2026,09:15 PM,Butter Naan,2,3.99,7.98,Card,Anita
TXN1054,02/07/2026,09:15 PM,Masala Chai,1,3.49,3.49,Card,Priya
TXN1055,02/07/2026,08:48 PM,Lamb Biryani,1,18.99,18.99,Card,Priya
TXN1055,02/07/2026,08:48 PM,Gulab Jamun,1,5.99,5.99,Card,Anita
TXN1055,02/07/2026,08:48 PM,Mango Lassi,1,4.99,4.99,UPI,Rahul
TXN1055,02/07/2026,08:48 PM,Masala Chai,1,3.49,3.49,Cash,Anita
TXN1056,02/07/2026,06:13 PM,Tandoori Chicken,1,15.99,15.99,Cash,Dev
TXN1056,02/07/2026,06:13 PM,Garlic Naan,2,4.49,8.98,Card,Anita
TXN1056,02/07/2026,06:13 PM,Mango Lassi,1,4.99,4.99,Cash,Priya
TXN1056,02/07/2026,06:13 PM,Gulab Jamun,1,5.99,5.99,UPI,Rahul
TXN1057,02/07/2026,09:30 PM,Raita,1,3.99,3.99,Card,Rahul
TXN1058,02/07/2026,08:23 PM,Lamb Biryani,1,18.99,18.99,Card,Anita
TXN1058,02/07/2026,08:23 PM,Raita,1,3.99,3.99,Card,Rahul
TXN1058,02/07/2026,08:23 PM,Masala Chai,1,3.49,3.49,Card,Rahul
TXN1058,02/07/2026,08:23 PM,Garlic Naan,1,4.49,4.49,Cash,Anita
TXN1059,02/07/2026,09:28 PM,Garlic Naan,1,4.49,4.49,UPI,Priya
TXN1059,02/07/2026,09:28 PM,Masala Chai,1,3.49,3.49,UPI,Dev
TXN1060,02/07/2026,08:35 PM,Fish Curry,1,17.99,17.99,Cash,Anita
TXN1060,02/07/2026,08:35 PM,Samosa,1,6.99,6.99,Card,Rahul
TXN1060,02/07/2026,08:35 PM,Mango Lassi,1,4.99,4.99,Card,Priya
TXN1060,02/07/2026,08:35 PM,Garlic Naan,1,4.49,4.49,Card,Dev
TXN1061,02/07/2026,06:08 PM,Chicken Tikka Masala,1,16.99,16.99,Cash,Rahul
TXN1061,02/07/2026,06:08 PM,Butter Naan,2,3.99,7.98,Card,Dev
TXN1062,02/07/2026,07:28 PM,Chicken Tikka Masala,1,16.99,16.99,UPI,Dev
TXN1062,02/07/2026,07:28 PM,Butter Naan,1,3.99,3.99,Cash,Anita
TXN1062,02/07/2026,07:28 PM,Mango Lassi,1,4.99,4.99,Card,Rahul
TXN1063,02/07/2026,08:29 PM,Samosa,1,6.99,6.99,Card,Dev
TXN1063,02/07/2026,08:29 PM,Masala Chai,1,3.49,3.49,Cash,Dev
TXN1064,02/07/2026,06:12 PM,Mango Lassi,1,4.99,4.99,Card,Dev
TXN1064,02/07/2026,06:12 PM,Masala Chai,1,3.49,3.49,Card,Dev
TXN1065,02/07/2026,06:21 PM,Chicken Tikka Masala,1,16.99,16.99,Cash,Anita
TXN1065,02/07/2026,06:21 PM,Butter Naan,2,3.99,7.98,Card,Rahul
TXN1065,02/07/2026,06:21 PM,Mango Lassi,1,4.99,4.99,Card,Dev
TXN1066,02/07/2026,08:39 PM,Lamb Biryani,1,18.99,18.99,Card,Priya
TXN1066,02/07/2026,08:39 PM,Gulab Jamun,1,5.99,5.99,Card,Priya
TXN1066,02/07/2026,08:39 PM,Masala Chai,1,3.49,3.49,Card,Rahul
TXN1066,02/07/2026,08:39 PM,Butter Naan,1,3.99,3.99,Card,Rahul
TXN1067,02/08/2026,02:22 PM,Paneer Tikka,1,12.99,12.99,Cash,Anita
TXN1067,02/08/2026,02:22 PM,Garlic Naan,2,4.49,8.98,Card,Anita
TXN1067,02/08/2026,02:22 PM,Mango Lassi,1,4.99,4.99,Card,Anita
TXN1068,02/08/2026,11:40 AM,Aloo Gobi,1,9.99,9.99,Card,Dev
TXN1068,02/08/2026,11:40 AM,Gulab Jamun,1,5.99,5.99,Card,Anita
TXN1069,02/08/2026,01:22 PM,Fish Curry,1,17.99,17.99,Card,Anita
TXN1069,02/08/2026,01:22 PM,Dal Makhani,1,13.99,13.99,UPI,Priya
TXN1069,02/08/2026,01:22 PM,Mango Lassi,1,4.99,4.99,Card,Priya
TXN1069,02/08/2026,01:22 PM,Garlic Naan,2,4.49,8.98,Card,Dev
TXN1070,02/08/2026,01:46 PM,Paneer Tikka,1,12.99,12.99,Card,Anita
TXN1070,02/08/2026,01:46 PM,Masala Chai,1,3.49,3.49,Card,Dev
TXN1070,02/08/2026,01:46 PM,Butter Naan,1,3.99,3.99,Card,Anita
TXN1071,02/08/2026,02:26 PM,Samosa,1,6.99,6.99,Card,Rahul
TXN1071,02/08/2026,02:26 PM,Masala Chai,1,3.49,3.49,Card,Anita
TXN1072,02/08/2026,01:23 PM,Lamb Biryani,1,18.99,18.99,UPI,Anita
TXN1072,02/08/2026,01:23 PM,Raita,1,3.99,3.99,UPI,Dev
TXN1072,02/08/2026,01:23 PM,Masala Chai,1,3.49,3.49,Card,Priya
TXN1072,02/08/2026,01:23 PM,Butter Naan,2,3.99,7.98,Card,Rahul
TXN1073,02/08/2026,01:14 PM,Fish Curry,1,17.99,17.99,Card,Rahul
TXN1073,02/08/2026,01:14 PM,Palak Paneer,1,14.99,14.99,Card,Anita
TXN1073,02/08/2026,01:14 PM,Butter Naan,2,3.99,7.98,Cash,Rahul
TXN1074,02/08/2026,11:47 AM,Lamb Biryani,1,18.99,18.99,Card,Priya
TXN1074,02/08/2026,11:47 AM,Raita,1,3.99,3.99,Card,Anita
TXN1074,02/08/2026,11:47 AM,Masala Chai,1,3.49,3.49,Cash,Priya
TXN1074,02/08/2026,11:47 AM,Garlic Naan,2,4.49,8.98,Card,Rahul
TXN1075,02/08/2026,08:39 PM,Lamb Biryani,1,18.99,18.99,Card,Rahul
TXN1075,02/08/2026,08:39 PM,Paneer Tikka,1,12.99,12.99,Cash,Dev
TXN1076,02/08/2026,06:56 PM,Tandoori Chicken,1,15.99,15.99,Card,Anita
TXN1076,02/08/2026,06:56 PM,Samosa,1,6.99,6.99,Cash,Rahul
TXN1076,02/08/2026,06:56 PM,Mango Lassi,1,4.99,4.99,Card,Priya
TXN1076,02/08/2026,06:56 PM,Butter Naan,1,3.99,3.99,Card,Anita
TXN1077,02/08/2026,07:25 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Priya
TXN1077,02/08/2026,07:25 PM,Butter Naan,1,3.99,3.99,Card,Priya
TXN1077,02/08/2026,07:25 PM,Mango Lassi,1,4.99,4.99,Card,Anita
TXN1078,02/08/2026,09:18 PM,Paneer Tikka,1,12.99,12.99,UPI,Dev
TXN1078,02/08/2026,09:18 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Priya
TXN1078,02/08/2026,09:18 PM,Butter Naan,1,3.99,3.99,Card,Anita
TXN1078,02/08/2026,09:18 PM,Mango Lassi,1,4.99,4.99,UPI,Priya
TXN1079,02/08/2026,08:33 PM,Masala Chai,1,3.49,3.49,Card,Dev
TXN1080,02/08/2026,06:19 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Rahul
TXN1080,02/08/2026,06:19 PM,Butter Naan,1,3.99,3.99,Card,Dev
TXN1081,02/08/2026,09:21 PM,Fish Curry,1,17.99,17.99,UPI,Priya
TXN1081,02/08/2026,09:21 PM,Garlic Naan,2,4.49,8.98,Cash,Dev
TXN1081,02/08/2026,09:21 PM,Mango Lassi,1,4.99,4.99,UPI,Anita
TXN1081,02/08/2026,09:21 PM,Butter Naan,2,3.99,7.98,Card,Dev
TXN1082,02/08/2026,06:38 PM,Tandoori Chicken,1,15.99,15.99,UPI,Priya
TXN1082,02/08/2026,06:38 PM,Gulab Jamun,1,5.99,5.99,Card,Priya
TXN1082,02/08/2026,06:38 PM,Mango Lassi,1,4.99,4.99,Card,Rahul
TXN1083,02/08/2026,08:18 PM,Dal Makhani,1,13.99,13.99,Card,Dev
TXN1083,02/08/2026,08:18 PM,Samosa,1,6.99,6.99,Card,Anita
TXN1083,02/08/2026,08:18 PM,Mango Lassi,1,4.99,4.99,UPI,Priya
TXN1084,02/08/2026,06:09 PM,Samosa,1,6.99,6.99,Card,Anita
TXN1084,02/08/2026,06:09 PM,Masala Chai,1,3.49,3.49,Card,Rahul
TXN1085,02/08/2026,08:42 PM,Paneer Tikka,1,12.99,12.99,Card,Rahul
TXN1085,02/08/2026,08:42 PM,Samosa,1,6.99,6.99,UPI,Priya
TXN1085,02/08/2026,08:42 PM,Butter Naan,2,3.99,7.98,Cash,Rahul
TXN1085,02/08/2026,08:42 PM,Masala Chai,1,3.49,3.49,Cash,Anita
TXN1086,02/08/2026,08:34 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Anita
TXN1086,02/08/2026,08:34 PM,Gulab Jamun,1,5.99,5.99,Card,Dev
TXN1086,02/08/2026,08:34 PM,Garlic Naan,2,4.49,8.98,UPI,Anita
TXN1086,02/08/2026,08:34 PM,Butter Naan,1,3.99,3.99,Card,Dev
TXN1087,02/08/2026,09:38 PM,Aloo Gobi,1,9.99,9.99,UPI,Priya
TXN1087,02/08/2026,09:38 PM,Mango Lassi,1,4.99,4.99,Cash,Priya
TXN1087,02/08/2026,09:38 PM,Butter Naan,2,3.99,7.98,Cash,Anita
TXN1088,02/09/2026,02:24 PM,Samosa,1,6.99,6.99,UPI,Dev
TXN1088,02/09/2026,02:24 PM,Masala Chai,1,3.49,3.49,Card,Priya
TXN1089,02/09/2026,01:49 PM,Garlic Naan,2,4.49,8.98,Card,Anita
TXN1089,02/09/2026,01:49 PM,Palak Paneer,1,14.99,14.99,UPI,Rahul
TXN1089,02/09/2026,01:49 PM,Butter Naan,2,3.99,7.98,UPI,Dev
TXN1089,02/09/2026,01:49 PM,Mango Lassi,1,4.99,4.99,Card,Anita
TXN1090,02/09/2026,12:26 PM,Raita,1,3.99,3.99,Card,Dev
TXN1090,02/09/2026,12:26 PM,Chicken Tikka Masala,1,16.99,16.99,Card,Dev
TXN1090,02/09/2026,12:26 PM,Butter Naan,2,3.99,7.98,Card,Rahul
TXN1090,02/09/2026,12:26 PM,Mango Lassi,1,4.99,4.99,UPI,Dev
TXN1091,02/09/2026,01:17 PM,Fish Curry,1,17.99,17.99,Card,Dev
TXN1091,02/09/2026,01:17 PM,Butter Naan,1,3.99,3.99,UPI,Priya
TXN1091,02/09/2026,01:17 PM,Masala Chai,1,3.49,3.49,Card,Dev
TXN1092,02/09/2026,12:43 PM,Chicken Tikka Masala,1,16.99,16.99,UPI,Anita
TXN1092,02/09/2026,12:43 PM,Butter Naan,1,3.99,3.99,UPI,Anita
TXN1092,02/09/2026,12:43 PM,Mango Lassi,1,4.99,4.99,Card,Dev
TXN1093,02/09/2026,12:41 PM,Paneer Tikka,1,12.99,12.99,Cash,Anita
TXN1093,02/09/2026,12:41 PM,Garlic Naan,2,4.49,8.98,Cash,Anita
TXN1093,02/09/2026,12:41 PM,Mango Lassi,1,4.99,4.99,Card,Priya
TXN1094,02/09/2026,12:27 PM,Raita,1,3.99,3.99,Card,Priya
TXN1094,02/09/2026,12:27 PM,Samosa,1,6.99,6.99,Cash,Dev
TXN1094,02/09/2026,12:27 PM,Mango Lassi,1,4.99,4.99,Cash,Priya
TXN1095,02/09/2026,12:23 PM,Samosa,1,6.99,6.99,Cash,Rahul
TXN1095,02/09/2026,12:23 PM,Masala Chai,1,3.49,3.49,Card,Rahul
TXN1096,02/09/2026,01:26 PM,Masala Chai,1,3.49,3.49,Cash,Dev
TXN1096,02/09/2026,01:26 PM,Dal Makhani,1,13.99,13.99,Card,Priya
TXN1096,02/09/2026,01:26 PM,Palak Paneer,1,14.99,14.99,Card,Anita
TXN1096,02/09/2026,01:26 PM,Butter Naan,1,3.99,3.99,Card,Priya
TXN1097,02/09/2026,07:59 PM,Fish Curry,1,17.99,17.99,UPI,Anita
TXN1097,02/09/2026,07:59 PM,Tandoori Chicken,1,15.99,15.99,UPI,Anita
TXN1097,02/09/2026,07:59 PM,Paneer Tikka,1,12.99,12.99,Cash,Priya
TXN1097,02/09/2026,07:59 PM,Mango Lassi,1,4.99,4.99,Card,Dev
TXN1098,02/09/2026,06:07 PM,Dal Makhani,1,13.99,13.99,Card,Rahul
TXN1098,02/09/2026,06:07 PM,Chicken Tikka Masala,1,16.99,16.99,UPI,Priya
TXN1098,02/09/2026,06:07 PM,Masala Chai,1,3.49,3.49,Cash,Rahul
TXN1098,02/09/2026,06:07 PM,Paneer Tikka,1,12.99,12.99,Card,Rahul
TXN1098,02/09/2026,06:07 PM,Garlic Naan,2,4.49,8.98,Cash,Anita
TXN1099,02/09/2026,06:22 PM,Raita,1,3.99,3.99,Cash,Rahul
TXN1099,02/09/2026,06:22 PM,Kheer,1,5.49,5.49,Card,Anita
TXN1099,02/09/2026,06:22 PM,Palak Paneer,1,14.99,14.99,Card,Rahul
TXN1099,02/09/2026,06:22 PM,Mango Lassi,1,4.99,4.99,Card,Anita
TXN1100,02/09/2026,06:55 PM,Raita,1,3.99,3.99,Card,Anita
TXN1100,02/09/2026,06:55 PM,Samosa,1,6.99,6.99,Card,Rahul
TXN1100,02/09/2026,06:55 PM,Masala Chai,1,3.49,3.49,Card,Priya
TXN1101,02/09/2026,05:42 PM,Mango Lassi,1,4.99,4.99,Cash,Anita
